run_id,run_label,approach,model,reasoning,pipeline_version,metric,value,raw_metric,target,task_type,modality,shotset,dataset_key,representation,model_key,pathway,ci_low,ci_high,source_file,extraction_confidence,notes
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.74,dispersion_high_low_accuracy,dispersion_high_low,classification,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.7450980392156863,dispersion_high_low_f1,dispersion_high_low,classification,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.71,relapse_accuracy,relapse,classification,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.5538461538461539,relapse_f1,relapse,classification,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,needle_single_token_rate,1.0,needle_single_token_rate,needle_retrieval,operational,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,n_cases,82.0,n_predictions,operational,operational,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,n_skipped,18.0,n_skipped_missing_mri,operational,operational,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,mae,74.09059488756098,dispersion_mae,dispersion_regression,regression,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,rmse,95.6645305699504,dispersion_rmse,dispersion_regression,regression,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,spearman_rho,0.6741036536234076,dispersion_spearman_rho,dispersion_regression,regression,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.7317073170731707,dispersion_high_low_accuracy,dispersion_high_low,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.7317073170731707,dispersion_high_low_f1,dispersion_high_low,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.6585365853658537,relapse_accuracy,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.391304347826087,relapse_f1,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,needle_single_token_rate,1.0,needle_single_token_rate,needle_retrieval,operational,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,n_cases,82.0,n_rows,operational,operational,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,mae,74.09059488756098,dispersion_regression.mae,dispersion_regression,regression,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,rmse,95.66453056995039,dispersion_regression.rmse,dispersion_regression,regression,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,spearman_rho,0.6741036536234076,dispersion_regression.spearman_rho,dispersion_regression,regression,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
